salt,solvent,concentration,solv_per_ion_pair
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(C)C(F)CCC(C)C,0.52,10.01
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCSC(C)CC(C)CC,0.52,10.01
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC12CCC3CCC(C1)C2COC3,1.41,2.94
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(=O)CCC(C)(C)C(C)C(C)C,0.92,4.93
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC1(CCC(C)C)CCCC1,1.19,3.63
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCOC(=O)OCCCS(C)=O,1.28,3.1
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCOC(=O)C(C)C1CCC1CC,1.23,3.2
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1CCCCC(CC)C(=O)O1,0.39,12.95
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCCCC1(CC)CCC(C)C1,0.43,10.93
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(=O)C1(CC(C)C(C)C)CCCC1,0.79,5.54
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1C(C#N)C23CC(C)C(C)(C2)C13,0.7,7.13
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(SC)SSC,1.19,3.37
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(=O)CCC1CCC(C)O1,0.48,12.19
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC12CC(CN(C)CC1C)C1CC12,0.74,6.07
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(CC)(CC)CCl,0.57,9.69
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1CC2C(OC)CC(C)C2(C)C1,0.52,8.89
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1(C(C)(C)C)OOC1=O,0.48,12.04
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)C(=O)CCC(C)C(C)(C)C,0.52,8.8
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC(C)CC1CCCC12CCC2,0.97,4.68
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)(C)CCC1C2CCSC21,0.79,5.48
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)CC1C(C)C(C)C1C,0.83,6.1
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(CC)C1CC(=O)N1C,0.88,5.23
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C1CC2CC3C4CC4C3C3CC(C1)C23,1.19,3.52
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CCCC(C)S(=O)(=O)CC1,1.37,2.9
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(=O)CC1OC(=O)C1C1CC1,0.92,4.99
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1C2CC3CC14CC32CC4=O,1.06,4.72
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(C)OC(=O)OC(C)=O,1.19,3.8
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(Cl)CC(C#N)CC(C)(C)C,1.14,3.72
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C1CC2CC3C4CCC1C4C23,0.43,14.48
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CC12CCC1CCC3C(CC1)C32,1.5,2.57
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(CC)CC(=O)C(C)CC,0.48,11.19
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CCC2(CCC(=O)O2)C1(C)C,0.79,5.97
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCCC1(C2CC2)CC1,1.1,4.8
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(C)C1OC(=O)C1C,0.79,6.96
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1(OOC)CC1C,0.57,12.11
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)CC1CC1C1CCCC1,1.41,2.94
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C)(C)CCCC(F)CF,0.39,13.38
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(Cl)CC1CC(C#N)C1,0.57,10.0
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(=O)C(CCC(C)C)OC,1.01,4.37
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1C(=O)CCC2(C#N)C(C3CC3)C12,1.37,2.6
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(CS(C)(=O)=O)C(F)CF,0.79,5.52
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1C(OC(C)=O)OC(=O)C1C#N,1.32,2.64
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C)CC1CC1C1CCCC1,1.28,3.02
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(CC)(CCl)C1CC1,1.46,2.79
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(C#N)CC1CCCC1,1.41,3.44
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C)C(=O)CCC(C)(C)C(C)=O,1.28,2.74
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC1C(C)C1CC(C)=O,0.57,9.02
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(CC)CC(C)C(C)CC,1.23,2.9
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(C#N)CC(C)CCC(C)C,1.19,3.09
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCC(C)C(=O)OCCC,0.66,6.86
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1C(C)CC12CCS2(=O)=O,1.1,3.57
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1CC(C)CC1(C)CC,0.61,9.09
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(=O)CCC1CC(=O)C1C(C)C,0.92,4.66
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1(C#N)CCCCC(=O)O1,1.28,3.25
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,COC(=O)C(C)CS(C)(=O)=O,0.52,9.35
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC1C(C)C1C1CC1CC,0.7,7.16
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCOS(C)(C)C(C)(C)C,1.28,2.83
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCC(C)S(=O)(=O)CC,0.83,5.03
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCC(=O)OC(C)CCC,1.46,2.4
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(C)CC(C)(C)C(C)C1CC1,0.3,18.39
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(C)N(C(C)C)C(C)C1(C)CC1,1.19,3.29
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(CCC)CC(C)C#N,1.28,3.0
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCOC(C)OC(=O)OC,1.41,3.19
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(=O)OC1(C)CCCC(C)(C)C1C,0.48,9.31
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC1CCC1CCl,1.5,2.93
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCC(C)C12CCCCCC1C2,0.74,5.73
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,C1CC2CC1CC1CC21,0.7,9.75
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,C=Cc1ccc(C(C)=O)s1,0.7,7.83
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(CCC)C(C)CC#N,1.06,4.22
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCC(=O)N(C=O)CCC,1.1,3.63
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(=O)C1C2CCC(CSC2)C1C,0.88,4.53
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1CCC1(C)C1(C(C)C)CC1(C)C,0.34,13.91
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCS(=O)(=O)CCCC(C)(C)F,1.5,2.19
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(C)CC(F)(F)C(C)CF,0.57,9.02
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(C)(C#N)CCl,0.39,15.98
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCSCC(CC)SSC,1.01,3.83
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C#N)C(C)CCC(C)C,0.79,6.15
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(CF)CCCF,1.06,5.78
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(=O)CC(CC#N)C(C)(C)C,1.37,2.52
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC12CC(CCCCC1=O)C2,0.39,14.0
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(=O)CC1CC1C1CC(C)C2CC21,0.61,7.29
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1(C)CC2C(C)C2C1C(=O)OC,0.92,4.33
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1CCC2(CCC(=O)O2)C1(C)C,1.28,2.99
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(F)C(=O)C1(C)CCCO1,1.01,4.7
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(=O)CC(C)C(C)C,0.74,7.13
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1CC2CC3(C)CC(C1)(C2)C3,1.06,4.3
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCCC(=O)CC(C)CCC,1.5,2.17
[Na+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC(C)CC1(C)CCCC(C)C1C#N,0.88,4.65
[Na+].[B-](F)(F)(F)F,CCC(=O)C(C)C(CC)SC#N,0.43,12.2
[Na+].[B-](F)(F)(F)F,CCCCCS(=O)(=O)CC,0.39,15.22
[Na+].[B-](F)(F)(F)F,CCC1C2CCCC(C3(C)CC3)C12,0.52,10.42
[Na+].[B-](F)(F)(F)F,CCCCC1CC(C2(C)CC2C)C1,0.43,12.54
[Na+].[B-](F)(F)(F)F,CCCCC(=O)C(C)(C)C(C)C,0.74,7.56
[Na+].[B-](F)(F)(F)F,CCC1C(OC(C)=O)OC(=O)C1C#N,0.34,14.59
[Na+].[B-](F)(F)(F)F,CC1=C[C@H](F)C=CO1,0.34,25.21
[Na+].[B-](F)(F)(F)F,CC(Cl)CCC(C)C(F)(F)F,1.5,3.19
[Na+].[B-](F)(F)(F)F,CCOC(C)OC(=O)OC,0.39,16.87
[Na+].[B-](F)(F)(F)F,CC12CC3C4CCC35CC(C1CO5)C42,0.39,13.14
[Na+].[B-](F)(F)(F)F,CC1CN2C(C)C3OC(=O)OC3C12,0.3,17.84
[Na+].[B-](F)(F)(F)F,CCC(C)C(CC#N)CCCC(C)=O,0.43,11.58
[Na+].[B-](F)(F)(F)F,CCCCCC1(C(C)C)CC1,0.92,6.63
[Na+].[B-](F)(F)(F)F,CCCC(=O)CCCCC(F)CC,1.32,3.68
[Na+].[B-](F)(F)(F)F,CCC1CCC(C)(C)C1C1CCCC1,1.19,3.99
[Na+].[B-](F)(F)(F)F,CC1CCC(C)C12C(=O)CCCC2=O,1.01,4.76
[Na+].[B-](F)(F)(F)F,CCCCCC(=O)OC(C)CCC,0.39,13.42
[Na+].[B-](F)(F)(F)F,CCC1CCC(C)(C)C(=O)C1,1.23,4.85
[Na+].[B-](F)(F)(F)F,CC1C2CCC(C)(C)C1OC(=O)O2,0.34,15.61
[Na+].[B-](F)(F)(F)F,CCCC(=O)C(C)C(=O)CC(C)=O,1.06,4.77
[Na+].[B-](F)(F)(F)F,CC(=O)CCCC(C)C(C)(C)C#N,0.79,6.63
[Na+].[B-](F)(F)(F)F,CC1CCC(=O)C1C(C)C(C)(C)C,1.37,3.65
[Na+].[B-](F)(F)(F)F,CCCC(C)CC(=O)OC(C)=O,0.66,8.42
[Na+].[B-](F)(F)(F)F,CCCCC(C#N)C(F)(F)C(F)F,1.06,4.46
[Na+].[B-](F)(F)(F)F,CCCCCCC1(CC)CCC(C)C1,0.83,5.81
[Na+].[B-](F)(F)(F)F,CC1CC12CC1(CC1)C2,0.92,8.37
[Na+].[B-](F)(F)(F)F,CC1C2CC(=O)C(C#N)C(C)(C)CC12,1.46,3.24
[Na+].[B-](F)(F)(F)F,CCC(C)CC(C)=O,1.14,7.12
[Na+].[B-](F)(F)(F)F,CCC1(C)C2CC(C)C(C)C21,0.79,7.89
[Na+].[B-](F)(F)(F)F,C=Cc1ccc(C(C)=O)s1,0.83,7.49
[Na+].[B-](F)(F)(F)F,CCC12COC(CC1C)CC2(C)C,1.14,4.46
[Na+].[B-](F)(F)(F)F,CCC(C(C)C)C1CCC(C)(C)C1C,0.7,6.95
[Na+].[B-](F)(F)(F)F,CCCCCC1CCCC1CCC,0.48,11.07
[Na+].[B-](F)(F)(F)F,CCC(C)CC1CC1C1CCCC1,0.88,5.94
[Na+].[B-](F)(F)(F)F,CCCCC(CCC)CC(C)C#N,0.34,15.86
[Na+].[B-](F)(F)(F)F,CCCC1CC1(C)C(=O)C#N,0.48,13.35
[Na+].[B-](F)(F)(F)F,CC1CCC(C)(C)CC1,0.79,9.52
[Na+].[B-](F)(F)(F)F,CCON(C)C(C)C1CCCS1,1.28,3.79
[Na+].[B-](F)(F)(F)F,CSCCC(=O)CSC,1.23,4.56
[Na+].[B-](F)(F)(F)F,CC1CCC2C(C)CC(C)C2C1,0.61,9.47
[Na+].[B-](F)(F)(F)F,C1CC(C2CC3CC4(CCC24)C3)C1,0.79,6.81
[Na+].[B-](F)(F)(F)F,CC1(C)CCCCCS(=O)(=O)C1,0.48,10.61
[Na+].[B-](F)(F)(F)F,CCC(CC)CC(=O)C(C)CC,1.23,4.39
[Na+].[B-](F)(F)(F)F,CCCC1SOC(C)(C)C1C,0.57,9.69
[Na+].[B-](F)(F)(F)F,CCCC1(CC)COC(=O)OC1,1.28,4.16
[Na+].[B-](F)(F)(F)F,CCCCC(C)(C)CCC(C)C#N,1.32,3.82
[Na+].[B-](F)(F)(F)F,CC1CCCC2CC1COC(C)(C)C2,1.14,4.14
[Na+].[B-](F)(F)(F)F,CCCCCCCCC(C)PC,0.7,7.24
[Na+].[B-](F)(F)(F)F,CCC(C)CC1C(C)C(C)C1C,1.46,3.69
[Na+].[B-](F)(F)(F)F,COC(=O)C(C)C(C)S(=O)(=O)F,1.14,4.1
[Na+].F[P-](F)(F)(F)(F)F,CCCC(C)(P)CC,0.83,8.37
[Na+].F[P-](F)(F)(F)(F)F,CCC(C)CC1(CC(=O)OC)CC1,0.74,6.8
[Na+].F[P-](F)(F)(F)(F)F,CCC(CC)C(=O)CS(C)(=O)=O,1.23,3.71
[Na+].F[P-](F)(F)(F)(F)F,CCC(C)C(OOC)C(C)C(C)C,0.97,4.95
[Na+].F[P-](F)(F)(F)(F)F,CCCC(C)SCC(C)(C#N)CC,1.19,3.72
[Na+].F[P-](F)(F)(F)(F)F,CCS(=O)(=O)CC(C)CCCl,1.14,3.92
[Na+].F[P-](F)(F)(F)(F)F,CCC(C#N)CC(C)C1CCC(C)C1,0.3,16.73
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(CC)CC(=O)C1CC1,0.57,9.08
[Na+].F[P-](F)(F)(F)(F)F,C1CC2CC3C4CCC1C4C23,0.97,6.29
[Na+].F[P-](F)(F)(F)(F)F,CC(C)C1CCCCCCCCCC1,1.5,2.89
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(C(C)=O)C(Cl)Cl,0.48,10.07
[Na+].F[P-](F)(F)(F)(F)F,CC1CC2CCCC3(CCCC3=O)C12,0.39,12.82
[Na+].F[P-](F)(F)(F)(F)F,C1CC2CC1CC1CC21,1.46,4.8
[Na+].F[P-](F)(F)(F)(F)F,CCCC(CCC)CCC(C)(C)C,1.5,3.08
[Na+].F[P-](F)(F)(F)(F)F,CN(C)C1=COC(C#N)=CO1,0.48,13.04
[Na+].F[P-](F)(F)(F)(F)F,CC(C)CC(C)CC#N,0.79,9.32
[Na+].F[P-](F)(F)(F)(F)F,CCC12CC(CN(C)CC1C)C1CC12,1.06,4.37
[Na+].F[P-](F)(F)(F)(F)F,CC1=C[C@H](F)C=CO1,0.52,15.99
[Na+].F[P-](F)(F)(F)(F)F,CSCCCC(C)SC,0.7,8.09
[Na+].F[P-](F)(F)(F)(F)F,CC1CCC2CC1(C1CC3CC1C3)C2,0.79,6.13
[Na+].F[P-](F)(F)(F)(F)F,CCCC(C)C1OC(=O)C1C,1.06,5.41
[Na+].F[P-](F)(F)(F)(F)F,CCCC(CC)(CC)CCl,0.66,8.71
[Na+].F[P-](F)(F)(F)(F)F,CCC(C)C(P)CCCN(C)C,0.79,6.17
[Na+].F[P-](F)(F)(F)(F)F,CC1CCC1(C)C1(C(C)C)CC1(C)C,0.66,7.29
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(C)C(=O)C(C)(C#N)CC,1.23,3.66
[Na+].F[P-](F)(F)(F)(F)F,CCC1CCCCC(CC)C(=O)O1,0.48,10.77
[Na+].F[P-](F)(F)(F)(F)F,CC1CC2CC3(C)CC(C1)(C2)C3,0.57,10.08
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(CCC)CCF,0.57,10.33
[Na+].F[P-](F)(F)(F)(F)F,CCCCCC(CC1CCC1)C1CC1,1.41,3.14
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(=O)CCC(C)(C)C#N,1.46,3.23
[Na+].F[P-](F)(F)(F)(F)F,CCC12CC3CCC(C3C)C(C)C1C2,0.92,5.14
[Na+].F[P-](F)(F)(F)(F)F,CC(F)C(C)S(C)(C)CF,0.48,11.66
[Na+].F[P-](F)(F)(F)(F)F,CCC(C(C)C)C1(C)C(C)CCC1C,1.23,3.64
[Na+].F[P-](F)(F)(F)(F)F,CCC(C)CC1(C2C(C)C2(C)C)CC1,0.88,5.34
[Na+].F[P-](F)(F)(F)(F)F,CCCCCC(C)C(=O)OCCC,1.32,3.54
[Na+].F[P-](F)(F)(F)(F)F,CCOC(=O)OCOCC(C)Cl,0.74,6.37
[Na+].F[P-](F)(F)(F)(F)F,CCC(=O)C(CCC(C)C)OC,1.5,3.3
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(C)C(C)SOC,1.28,3.87
[Na+].F[P-](F)(F)(F)(F)F,CCCC(=O)C(C)C(=O)CC(C)=O,0.57,8.99
[Na+].F[P-](F)(F)(F)(F)F,CCC1C(OC(C)=O)OC(=O)C1C#N,1.19,3.76
[Na+].F[P-](F)(F)(F)(F)F,CCCCCS(=O)(=O)CC,0.66,8.62
[Na+].F[P-](F)(F)(F)(F)F,CC(Cl)CC1CC(C#N)C1,0.7,8.44
[Na+].F[P-](F)(F)(F)(F)F,CCCCC(CC)CC1CCCC1C,0.61,7.84
[Na+].F[P-](F)(F)(F)(F)F,COC(=O)C1(C)CCCC(=O)C1C,1.14,4.23
[Na+].F[P-](F)(F)(F)(F)F,CC(F)CC(C)(F)C#N,0.61,11.57
[Na+].F[P-](F)(F)(F)(F)F,CCCC(F)(F)CCCC#N,1.06,5.24
[Na+].F[P-](F)(F)(F)(F)F,C1CC2CC2CC2CCC3(C1)CC3C2,1.01,4.68
[Na+].F[P-](F)(F)(F)(F)F,CC1CC2CCCC(C(C)C)(C1)C2=O,1.23,3.68
[Na+].F[P-](F)(F)(F)(F)F,CC1(C(C#N)CCC2CC2)CCCC1,1.5,2.97
[Na+].F[P-](F)(F)(F)(F)F,CC1CC2CC(C2)C(C)C(=O)OC1C,0.3,16.48
[Na+].[O-]Cl(=O)(=O)=O,C1CC(C2CC3CC4(CCC24)C3)C1,1.01,5.21
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)C1(C)CCCC(=O)C1C,1.41,3.46
[Na+].[O-]Cl(=O)(=O)=O,CCCCCCC(CC)C(C)(C)C,0.7,7.36
[Na+].[O-]Cl(=O)(=O)=O,CCCC(=O)OC1CCC(CC)C1,0.97,5.2
[Na+].[O-]Cl(=O)(=O)=O,CCC(C)C(F)CCCCC(C)C,1.14,4.28
[Na+].[O-]Cl(=O)(=O)=O,CCC(C#N)CS(=O)(=O)CC,0.48,11.48
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)C1CCCS(=O)(=O)C1,1.41,3.62
[Na+].[O-]Cl(=O)(=O)=O,CCCCC(OC(C)=O)C(C)(C)F,0.52,9.73
[Na+].[O-]Cl(=O)(=O)=O,CCC(C)C(OOC)C(C)C(C)C,1.28,3.77
[Na+].[O-]Cl(=O)(=O)=O,CCC1CCC(C)(C)C1C1CCCC1,1.1,4.31
[Na+].[O-]Cl(=O)(=O)=O,CCCCC1CC(C2(C)CC2C)C1,0.43,12.5
[Na+].[O-]Cl(=O)(=O)=O,CC(C)CC(C)(C)C(C)C1CC1,1.19,4.56
[Na+].[O-]Cl(=O)(=O)=O,CCC1C(COC)C2C3CC3CC12C,0.52,9.53
[Na+].[O-]Cl(=O)(=O)=O,CCCC(=O)CC(CC#N)C(C)(C)C,1.01,4.7
[Na+].[O-]Cl(=O)(=O)=O,CCC12CC3CCC(C3C)C(C)C1C2,1.46,3.19
[Na+].[O-]Cl(=O)(=O)=O,CCC(C)CC1CC1C1CCCC1,1.46,3.4
[Na+].[O-]Cl(=O)(=O)=O,CC1CC(CCC(=O)OC(C)(C)C)C1,1.37,3.32
[Na+].[O-]Cl(=O)(=O)=O,CC1CC(C)(C#N)C(=O)C2(C)CC12,0.88,6.0
[Na+].[O-]Cl(=O)(=O)=O,CC1CC(C)C(CCC(=O)N(C)C)C1,0.97,4.86
[Na+].[O-]Cl(=O)(=O)=O,CCC(P)CCC(C)=O,0.66,9.87
[Na+].[O-]Cl(=O)(=O)=O,CC(F)CC(C)(F)C#N,1.41,4.79
[Na+].[O-]Cl(=O)(=O)=O,COC(=O)C1CCCC(C(C)C)C1C,0.88,5.37
[Na+].[O-]Cl(=O)(=O)=O,CCC1COC(C)C2CCC2C1C,1.23,4.06
[Na+].[O-]Cl(=O)(=O)=O,CCC1C2C3CC4CCC(C)C4(C3)C12,0.74,6.72
[Na+].[O-]Cl(=O)(=O)=O,c1csc(CCCC2CC2)c1,1.19,4.62
[Na+].[O-]Cl(=O)(=O)=O,CCCC1CC1CC(C)(C)CC,0.57,9.99
[Na+].[O-]Cl(=O)(=O)=O,CC1CCC(C)(CC2CC2)C1(C)C,1.19,4.26
[Na+].[O-]Cl(=O)(=O)=O,CCC(C)C1CCC(CCOC)C1,0.34,15.57
[Na+].[O-]Cl(=O)(=O)=O,CC1CCC(C)(C)CC1,0.39,19.74
[Na+].[O-]Cl(=O)(=O)=O,CCC(C(C)C)C1CCC(C)(C)C1C,0.7,6.91
[Na+].[O-]Cl(=O)(=O)=O,CCC(C(C)C)C1(C)C(C)CCC1C,0.88,5.42
[Na+].[O-]Cl(=O)(=O)=O,CCCCC1C(CC)C1(C)Cl,1.14,4.61
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)C(C)(C)C(C)C#N,0.74,9.19
